,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
8,9/24/2023,20:45,Ligue 1,Matchweek 6,Sun,Away,L,0,4,Paris S-G,0.7,1.9,24,47000,Valentin Rongier,5/2/2003,Willy Delajod,Match Report,,6,0,18.3,0,0,0,2024,Marseille
9,9/30/2023,21:00,Ligue 1,Matchweek 7,Sat,Away,L,2,3,Monaco,1,1,54,10200,Valentin Rongier,3/3/2004,Benoît Bastien,Match Report,,8,4,17.7,0,0,0,2024,Marseille
11,10/8/2023,13:00,Ligue 1,Matchweek 8,Sun,Home,W,3,0,Le Havre,2.8,0.2,64,63576,Valentin Rongier,3/3/2004,Thomas Léonard,Match Report,,14,6,15.6,0,0,0,2024,Marseille
12,10/21/2023,21:00,Ligue 1,Matchweek 9,Sat,Away,L,0,1,Nice,1.1,0.6,50,31423,Valentin Rongier,4-2-3-1,Ruddy Buquet,Match Report,,9,1,17.7,0,0,0,2024,Marseille
14,11/4/2023,21:00,Ligue 1,Matchweek 11,Sat,Home,D,0,0,Lille,0.8,0.3,46,63674,Valentin Rongier,3/3/2004,Stéphanie Frappart,Match Report,,8,3,19.3,1,0,0,2024,Marseille
16,11/12/2023,20:45,Ligue 1,Matchweek 12,Sun,Away,L,0,1,Lens,1,1.1,53,38223,Samuel Gigot,4-2-3-1,Benoît Bastien,Match Report,,8,2,15.6,0,0,0,2024,Marseille
17,11/25/2023,21:00,Ligue 1,Matchweek 13,Sat,Away,D,1,1,Strasbourg,1.4,1.1,60,25443,Geoffrey Kondogbia,4-2-3-1,Jérôme Brisard,Match Report,,16,3,14.8,0,0,0,2024,Marseille
19,12/3/2023,20:45,Ligue 1,Matchweek 14,Sun,Home,W,2,0,Rennes,0.9,0.6,43,54162,Samuel Gigot,4-2-3-1,Willy Delajod,Match Report,,4,1,24.8,0,1,1,2024,Marseille
20,12/6/2023,21:00,Ligue 1,Matchweek 10,Wed,Home,W,3,0,Lyon,2.2,0.2,49,54238,Samuel Gigot,5/2/2003,François Letexier,Match Report,,12,5,15.8,1,0,0,2024,Marseille
21,12/10/2023,20:45,Ligue 1,Matchweek 15,Sun,Away,W,4,2,Lorient,2.3,2.2,50,15848,Samuel Gigot,5/2/2003,Eric Wattellier,Match Report,,18,8,14,0,0,0,2024,Marseille
23,12/17/2023,17:05,Ligue 1,Matchweek 16,Sun,Home,W,2,1,Clermont Foot,2.4,0.2,55,63753,Samuel Gigot,5/2/2003,Gaël Angoula,Match Report,,15,6,14.1,1,0,0,2024,Marseille
24,12/20/2023,21:00,Ligue 1,Matchweek 17,Wed,Away,D,1,1,Montpellier,1.3,0.9,68,18565,Samuel Gigot,3/2/2005,Thomas Léonard,Match Report,,17,4,15.3,1,0,0,2024,Marseille
26,1/12/2024,21:00,Ligue 1,Matchweek 18,Fri,Home,D,1,1,Strasbourg,1.4,1.2,47,53616,Samuel Gigot,5/2/2003,Marc Bollengier,Match Report,,8,1,15.5,1,0,0,2024,Marseille
28,1/27/2024,21:00,Ligue 1,Matchweek 19,Sat,Home,D,2,2,Monaco,2.4,0.5,68,63029,Geoffrey Kondogbia,3/3/2004,Willy Delajod,Match Report,,22,9,15.9,0,0,0,2024,Marseille
29,2/4/2024,20:45,Ligue 1,Matchweek 20,Sun,Away,L,0,1,Lyon,0.3,1.4,63,46380,Samuel Gigot,3/3/2004,Benoît Bastien,Match Report,,8,0,24.8,0,0,0,2024,Marseille
30,2/9/2024,21:00,Ligue 1,Matchweek 21,Fri,Home,D,1,1,Metz,1.8,0.8,66,62686,Samuel Gigot,3/3/2004,Hakim Ben El Hadj Salem,Match Report,,18,6,18.1,1,0,0,2024,Marseille
32,2/18/2024,20:45,Ligue 1,Matchweek 22,Sun,Away,L,0,1,Brest,0.6,1.7,58,13800,Chancel Mbemba,3/3/2004,Ruddy Buquet,Match Report,,9,2,18.3,1,0,0,2024,Marseille
34,2/25/2024,20:45,Ligue 1,Matchweek 23,Sun,Home,W,4,1,Montpellier,2.7,0.6,58,61263,Samuel Gigot,3/3/2004,Jérémie Pignard,Match Report,,15,5,17.7,0,1,1,2024,Marseille
35,3/2/2024,21:00,Ligue 1,Matchweek 24,Sat,Away,W,5,1,Clermont Foot,2.6,0.7,56,,Chancel Mbemba,3/3/2004,Thomas Léonard,Match Report,,17,11,14.8,0,0,0,2024,Marseille
0,8/13/2023,13:00,Ligue 1,Matchweek 1,Sun,Away,L,2,3,Brest,0.7,2.5,52,15085,Brice Samba,4/3/2003,Jérémie Pignard,Match Report,,8,2,16.2,0,0,0,2024,Lens
1,8/20/2023,20:45,Ligue 1,Matchweek 2,Sun,Home,D,1,1,Rennes,1,1.4,50,37233,Brice Samba,4/3/2003,Benoît Millot,Match Report,,15,4,17.7,2,0,0,2024,Lens
2,8/26/2023,21:00,Ligue 1,Matchweek 3,Sat,Away,L,1,3,Paris S-G,0.5,1.5,34,47864,Brice Samba,4/3/2003,François Letexier,Match Report,,12,4,19.2,1,0,0,2024,Lens
3,9/2/2023,21:00,Ligue 1,Matchweek 4,Sat,Away,L,0,3,Monaco,0.6,0.9,48,9600,Brice Samba,4/3/2003,Willy Delajod,Match Report,,12,1,18.7,1,0,0,2024,Lens
4,9/16/2023,21:00,Ligue 1,Matchweek 5,Sat,Home,L,0,1,Metz,2,0.3,75,37988,Brice Samba,4/3/2003,Stéphanie Frappart,Match Report,,31,10,17.4,1,0,0,2024,Lens
6,9/24/2023,15:00,Ligue 1,Matchweek 6,Sun,Home,W,2,1,Toulouse,2.5,0.4,62,37506,Brice Samba,4/3/2003,Hakim Ben El Hadj Salem,Match Report,,27,7,16.8,1,0,0,2024,Lens
7,9/29/2023,21:00,Ligue 1,Matchweek 7,Fri,Away,W,1,0,Strasbourg,0.8,0.3,52,26001,Brice Samba,4/3/2003,Jérôme Brisard,Match Report,,9,2,16.1,0,0,0,2024,Lens
9,10/8/2023,17:05,Ligue 1,Matchweek 8,Sun,Home,D,1,1,Lille,2,1.7,45,37223,Brice Samba,4/3/2003,Benoît Millot,Match Report,,14,5,14.2,1,0,0,2024,Lens
10,10/20/2023,21:00,Ligue 1,Matchweek 9,Fri,Away,D,0,0,Le Havre,1.6,1.6,60,23590,Brice Samba,4/3/2003,François Letexier,Match Report,,13,7,14.3,0,0,0,2024,Lens
12,10/28/2023,21:00,Ligue 1,Matchweek 10,Sat,Home,W,4,0,Nantes,3.7,1,54,38223,Brice Samba,4/3/2003,Pierre Gaillouste,Match Report,,9,5,15.3,1,2,2,2024,Lens
13,11/4/2023,17:00,Ligue 1,Matchweek 11,Sat,Away,D,0,0,Lorient,0.6,0.5,57,16599,Brice Samba,4/3/2003,Bastien Dechepy,Match Report,,14,7,20.3,0,0,0,2024,Lens
15,11/12/2023,20:45,Ligue 1,Matchweek 12,Sun,Home,W,1,0,Marseille,1.1,1,47,38223,Brice Samba,4/3/2003,Benoît Bastien,Match Report,,14,2,15.1,0,0,0,2024,Lens
16,11/25/2023,17:00,Ligue 1,Matchweek 13,Sat,Away,W,3,0,Clermont Foot,2.2,1.9,52,10455,Brice Samba,4/3/2003,Benoît Millot,Match Report,,16,10,18.9,0,0,0,2024,Lens
18,12/2/2023,17:00,Ligue 1,Matchweek 14,Sat,Home,W,3,2,Lyon,2.1,2.5,52,38130,Brice Samba,4/3/2003,Clément Turpin,Match Report,,9,6,16.2,1,1,1,2024,Lens
19,12/8/2023,21:00,Ligue 1,Matchweek 15,Fri,Away,D,0,0,Montpellier,1.1,1.3,65,14169,Brice Samba,4/3/2003,Stéphanie Frappart,Match Report,,13,5,14.7,0,0,0,2024,Lens
21,12/16/2023,21:00,Ligue 1,Matchweek 16,Sat,Home,W,2,0,Reims,1.3,1.1,46,38055,Brice Samba,4/3/2003,François Letexier,Match Report,,7,2,13.9,0,0,0,2024,Lens
22,12/20/2023,21:00,Ligue 1,Matchweek 17,Wed,Away,L,0,2,Nice,0.5,2.5,59,25041,Brice Samba,4/3/2003,Hakim Ben El Hadj Salem,Match Report,,10,3,16.9,1,0,0,2024,Lens
24,1/14/2024,20:45,Ligue 1,Matchweek 18,Sun,Home,L,0,2,Paris S-G,2.1,1.8,35,38200,Brice Samba,4/3/2003,Jérôme Brisard,Match Report,,16,4,17,0,0,1,2024,Lens
25,1/28/2024,17:05,Ligue 1,Matchweek 19,Sun,Away,W,2,0,Toulouse,0.8,1.7,47,27310,Brice Samba,3/2/2005,Mathieu Vernice,Match Report,,13,5,16.2,0,0,0,2024,Lens
26,2/3/2024,21:00,Ligue 1,Matchweek 20,Sat,Away,W,1,0,Nantes,1.6,0.6,58,34167,Brice Samba,3-4-1-2,Florent Batta,Match Report,,12,4,17.5,1,0,0,2024,Lens
27,2/10/2024,17:00,Ligue 1,Matchweek 21,Sat,Home,W,3,1,Strasbourg,1.6,1.8,50,38161,Brice Samba,3-4-1-2,Willy Delajod,Match Report,,10,6,17.5,0,0,0,2024,Lens
29,2/18/2024,17:05,Ligue 1,Matchweek 22,Sun,Away,D,1,1,Reims,1.2,1.1,47,20116,Brice Samba,4/3/2003,Benoît Millot,Match Report,,9,1,14.5,0,0,0,2024,Lens
31,2/25/2024,13:00,Ligue 1,Matchweek 23,Sun,Home,L,2,3,Monaco,2.9,2.3,60,37992,Brice Samba,4/3/2003,François Letexier,Match Report,,20,10,13,0,0,0,2024,Lens
0,8/13/2023,17:05,Ligue 1,Matchweek 1,Sun,Home,W,5,1,Metz,4,0.4,70,26065,Benjamin Bourigeaud,3/3/2004,Jeremy Stinat,Match Report,,29,14,15.1,1,0,0,2024,Rennes
1,8/20/2023,20:45,Ligue 1,Matchweek 2,Sun,Away,D,1,1,Lens,1.4,1,50,37233,Benjamin Bourigeaud,3/3/2004,Benoît Millot,Match Report,,9,4,20.3,0,1,1,2024,Rennes
2,8/27/2023,13:00,Ligue 1,Matchweek 3,Sun,Home,D,2,2,Le Havre,3.2,0.4,61,28311,Benjamin Bourigeaud,4-1-4-1,Eric Wattellier,Match Report,,22,7,16.1,0,0,0,2024,Rennes
3,9/2/2023,17:00,Ligue 1,Matchweek 4,Sat,Away,D,0,0,Brest,0.3,1.4,52,15021,Benjamin Bourigeaud,3/3/2004,Hakim Ben El Hadj Salem,Match Report,,6,3,18.1,0,0,0,2024,Rennes
4,9/16/2023,17:00,Ligue 1,Matchweek 5,Sat,Home,D,2,2,Lille,0.5,1,47,28178,Benjamin Bourigeaud,3/3/2004,Jérôme Brisard,Match Report,,7,4,17.5,1,0,0,2024,Rennes
6,9/24/2023,17:05,Ligue 1,Matchweek 6,Sun,Away,D,0,0,Montpellier,0.9,1.5,63,15430,Benjamin Bourigeaud,4-2-3-1,Stéphanie Frappart,Match Report,,18,6,24.5,1,0,0,2024,Rennes
7,10/1/2023,20:45,Ligue 1,Matchweek 7,Sun,Home,W,3,1,Nantes,2.7,1,58,27313,Benjamin Bourigeaud,4-2-3-1,Ruddy Buquet,Match Report,,14,3,18.5,2,2,2,2024,Rennes
9,10/8/2023,20:45,Ligue 1,Matchweek 8,Sun,Home,L,1,3,Paris S-G,1.1,3.5,42,27734,Benjamin Bourigeaud,3/3/2004,Benoît Bastien,Match Report,,14,4,16.3,0,0,0,2024,Rennes
10,10/22/2023,13:00,Ligue 1,Matchweek 9,Sun,Away,L,1,2,Lorient,0.9,0.6,70,16711,Benjamin Bourigeaud,3/3/2004,Gaël Angoula,Match Report,,20,6,19,0,0,0,2024,Rennes
12,10/29/2023,17:05,Ligue 1,Matchweek 10,Sun,Home,D,1,1,Strasbourg,1.1,1,61,28100,Benjamin Bourigeaud,3/3/2004,Florent Batta,Match Report,,20,3,18.3,2,0,0,2024,Rennes
13,11/5/2023,20:45,Ligue 1,Matchweek 11,Sun,Away,L,0,2,Nice,0.8,1.6,54,22430,Benjamin Bourigeaud,4/2/2004,Clément Turpin,Match Report,,11,4,17.7,0,0,0,2024,Rennes
15,11/12/2023,17:05,Ligue 1,Matchweek 12,Sun,Home,L,0,1,Lyon,0.9,1.5,42,28441,Benjamin Bourigeaud,4/2/2004,Stéphanie Frappart,Match Report,,8,2,24.3,1,0,0,2024,Rennes
16,11/26/2023,17:05,Ligue 1,Matchweek 13,Sun,Home,W,3,1,Reims,1.8,1.6,38,27718,Steve Mandanda,4/3/2003,Ruddy Buquet,Match Report,,10,5,13,0,0,0,2024,Rennes
18,12/3/2023,20:45,Ligue 1,Matchweek 14,Sun,Away,L,0,2,Marseille,0.6,0.9,57,54162,Steve Mandanda,4/3/2003,Willy Delajod,Match Report,,10,0,17.6,0,0,0,2024,Rennes
19,12/9/2023,17:00,Ligue 1,Matchweek 15,Sat,Home,L,1,2,Monaco,1.7,0.9,47,26856,Steve Mandanda,4/3/2003,Clément Turpin,Match Report,,14,4,18.3,1,1,1,2024,Rennes
21,12/17/2023,15:00,Ligue 1,Matchweek 16,Sun,Away,D,0,0,Toulouse,0.7,0.9,51,23310,Steve Mandanda,4/3/2003,Jeremy Stinat,Match Report,,11,4,16.7,0,0,0,2024,Rennes
22,12/20/2023,21:00,Ligue 1,Matchweek 17,Wed,Away,W,3,1,Clermont Foot,2.5,0.6,56,8840,Steve Mandanda,4/3/2003,Eric Wattellier,Match Report,,24,10,18.1,0,1,1,2024,Rennes
24,1/13/2024,21:00,Ligue 1,Matchweek 18,Sat,Home,W,2,0,Nice,2,0.7,44,26689,Steve Mandanda,4/2/2004,Bastien Dechepy,Match Report,,14,4,19.1,1,1,1,2024,Rennes
26,1/26/2024,21:00,Ligue 1,Matchweek 19,Fri,Away,W,3,2,Lyon,0.8,0.9,36,40516,Steve Mandanda,4/2/2004,Thomas Léonard,Match Report,,11,5,15.9,0,0,0,2024,Rennes
27,2/3/2024,17:00,Ligue 1,Matchweek 20,Sat,Home,W,2,1,Montpellier,2,1.2,48,24898,Steve Mandanda,4/2/2004,Mathieu Vernice,Match Report,,8,2,18,1,1,1,2024,Rennes
29,2/11/2024,13:00,Ligue 1,Matchweek 21,Sun,Away,W,1,0,Le Havre,0.9,1.1,51,22702,Steve Mandanda,4/2/2004,Benoît Millot,Match Report,,11,2,18.4,0,0,0,2024,Rennes
31,2/18/2024,15:00,Ligue 1,Matchweek 22,Sun,Home,W,3,1,Clermont Foot,3.7,0.8,53,27501,Steve Mandanda,4/2/2004,Romain Lissorgue,Match Report,,15,7,15.1,1,0,1,2024,Rennes
33,2/25/2024,17:05,Ligue 1,Matchweek 23,Sun,Away,D,1,1,Paris S-G,0.8,1.9,34,47874,Steve Mandanda,4/2/2004,Bastien Dechepy,Match Report,,3,1,13.7,0,0,0,2024,Rennes
0,8/12/2023,17:00,Ligue 1,Matchweek 1,Sat,Away,L,1,2,Marseille,0.8,1,58,63787,Yunis Abdelhamid,4-2-3-1,Eric Wattellier,Match Report,,11,4,18.4,0,0,0,2024,Reims
1,8/20/2023,15:00,Ligue 1,Matchweek 2,Sun,Home,W,2,0,Clermont Foot,2.4,0.4,46,12887,Yunis Abdelhamid,4-2-3-1,Romain Lissorgue,Match Report,,8,4,12.6,0,0,0,2024,Reims
2,8/27/2023,15:00,Ligue 1,Matchweek 3,Sun,Away,W,3,1,Montpellier,1.4,0.9,48,14476,Yunis Abdelhamid,3/3/2004,Marc Bollengier,Match Report,,11,5,22.3,1,0,1,2024,Reims
3,9/3/2023,15:00,Ligue 1,Matchweek 4,Sun,Away,D,2,2,Metz,0.7,1.1,64,24272,Yunis Abdelhamid,3/3/2004,Mathieu Vernice,Match Report,,12,2,23.2,0,0,0,2024,Reims
4,9/17/2023,15:00,Ligue 1,Matchweek 5,Sun,Home,L,1,2,Brest,1.7,1.5,52,12948,Yunis Abdelhamid,3/3/2004,Gaël Angoula,Match Report,,13,7,16.3,1,0,0,2024,Reims
5,9/26/2023,21:00,Ligue 1,Matchweek 6,Tue,Away,W,2,1,Lille,0.5,1.2,31,33075,Yunis Abdelhamid,3/3/2004,Jérémie Pignard,Match Report,,4,4,13.8,0,0,0,2024,Reims
6,10/1/2023,13:00,Ligue 1,Matchweek 7,Sun,Home,W,2,0,Lyon,2,0.7,50,16477,Yunis Abdelhamid,3/3/2004,François Letexier,Match Report,,8,3,12,0,0,0,2024,Reims
7,10/7/2023,21:00,Ligue 1,Matchweek 8,Sat,Home,L,1,3,Monaco,1.5,1.2,54,19000,Yunis Abdelhamid,3/3/2004,Hakim Ben El Hadj Salem,Match Report,,10,3,18.6,0,1,1,2024,Reims
8,10/22/2023,15:00,Ligue 1,Matchweek 9,Sun,Away,D,1,1,Toulouse,1.3,0.8,51,23895,Yunis Abdelhamid,3-4-1-2,Jeremy Stinat,Match Report,,15,3,15.5,0,0,0,2024,Reims
9,10/28/2023,17:00,Ligue 1,Matchweek 10,Sat,Home,W,1,0,Lorient,0.8,0.4,57,14033,Yunis Abdelhamid,3-4-1-2,Benoît Bastien,Match Report,,12,5,18.2,0,0,0,2024,Reims
10,11/5/2023,15:00,Ligue 1,Matchweek 11,Sun,Away,W,1,0,Nantes,1.1,1.8,50,33621,Yunis Abdelhamid,3-4-1-2,Gaël Angoula,Match Report,,7,3,12.8,0,0,0,2024,Reims
11,11/11/2023,17:00,Ligue 1,Matchweek 12,Sat,Home,L,0,3,Paris S-G,1.3,2.3,39,20500,Yunis Abdelhamid,4/1/2005,Willy Delajod,Match Report,,19,6,14,1,0,0,2024,Reims
12,11/26/2023,17:05,Ligue 1,Matchweek 13,Sun,Away,L,1,3,Rennes,1.6,1.8,62,27718,Yunis Abdelhamid,3/3/2004,Ruddy Buquet,Match Report,,15,4,12.8,0,0,0,2024,Reims
13,12/1/2023,21:00,Ligue 1,Matchweek 14,Fri,Home,W,2,1,Strasbourg,1.3,1.7,51,14500,Yunis Abdelhamid,3-1-4-2,Hakim Ben El Hadj Salem,Match Report,,12,3,14.9,0,0,0,2024,Reims
14,12/10/2023,13:00,Ligue 1,Matchweek 15,Sun,Away,L,1,2,Nice,1.3,0.9,48,24325,Yunis Abdelhamid,3-1-4-2,Benoît Bastien,Match Report,,9,2,17.5,1,0,0,2024,Reims
15,12/16/2023,21:00,Ligue 1,Matchweek 16,Sat,Away,L,0,2,Lens,1.1,1.3,54,38055,Yunis Abdelhamid,3/3/2004,François Letexier,Match Report,,14,3,16.9,0,0,0,2024,Reims
16,12/20/2023,21:00,Ligue 1,Matchweek 17,Wed,Home,W,1,0,Le Havre,1.2,0.2,65,14835,Teddy Teuma,3/3/2004,Stéphanie Frappart,Match Report,,22,7,19.9,0,0,0,2024,Reims
18,1/13/2024,17:00,Ligue 1,Matchweek 18,Sat,Away,W,3,1,Monaco,1.5,1.2,44,4231,Teddy Teuma,3/3/2004,François Letexier,Match Report,,12,5,20.1,0,0,0,2024,Reims
20,1/28/2024,15:00,Ligue 1,Matchweek 19,Sun,Home,D,0,0,Nantes,0.9,1.2,50,14388,Teddy Teuma,3/3/2004,Jérémie Pignard,Match Report,,10,1,14.2,1,0,0,2024,Reims
21,2/4/2024,15:00,Ligue 1,Matchweek 20,Sun,Home,L,2,3,Toulouse,2.8,1.5,62,12817,Yunis Abdelhamid,3/3/2004,Pierre Gaillouste,Match Report,,17,4,14.7,1,0,0,2024,Reims
22,2/11/2024,15:00,Ligue 1,Matchweek 21,Sun,Away,L,0,2,Lorient,1.2,1.9,61,15096,Yunis Abdelhamid,3/3/2004,Marc Bollengier,Match Report,,23,5,18.7,0,0,0,2024,Reims
23,2/18/2024,17:05,Ligue 1,Matchweek 22,Sun,Home,D,1,1,Lens,1.1,1.2,53,20116,Yunis Abdelhamid,5/2/2003,Benoît Millot,Match Report,,11,2,21.3,0,0,0,2024,Reims
24,2/25/2024,15:00,Ligue 1,Matchweek 23,Sun,Away,W,2,1,Le Havre,3.2,1.7,50,22046,Yunis Abdelhamid,4/3/2003,Florent Batta,Match Report,,15,4,14.2,1,1,1,2024,Reims
25,3/2/2024,17:00,Ligue 1,Matchweek 24,Sat,Home,L,0,1,Lille,0.7,1,58,16452,Yunis Abdelhamid,3/3/2004,Jeremy Stinat,Match Report,,8,3,14.5,0,0,0,2024,Reims
0,8/13/2023,20:45,Ligue 1,Matchweek 1,Sun,Away,L,1,2,Strasbourg,1.7,1.3,64,25410,Alexandre Lacazette,4-2-3-1,Jérôme Brisard,Match Report,,23,7,17.3,1,0,0,2024,Lyon
1,8/19/2023,19:00,Ligue 1,Matchweek 2,Sat,Home,L,1,4,Montpellier,0.4,2.9,63,42576,Alexandre Lacazette,4-2-3-1,Mathieu Vernice,Match Report,,7,3,20,1,0,0,2024,Lyon
2,8/27/2023,20:45,Ligue 1,Matchweek 3,Sun,Away,D,0,0,Nice,0.2,1.9,42,28033,Corentin Tolisso,4-2-3-1,Bastien Dechepy,Match Report,,6,1,23.5,0,0,0,2024,Lyon
3,9/3/2023,20:45,Ligue 1,Matchweek 4,Sun,Home,L,1,4,Paris S-G,2.1,4.5,31,51657,Corentin Tolisso,4-2-3-1,Eric Wattellier,Match Report,,18,7,16.5,0,1,1,2024,Lyon
4,9/17/2023,20:45,Ligue 1,Matchweek 5,Sun,Home,D,0,0,Le Havre,1.5,0.8,58,35507,Alexandre Lacazette,4-1-4-1,Benoît Bastien,Match Report,,23,7,18.4,1,0,0,2024,Lyon
5,9/23/2023,21:00,Ligue 1,Matchweek 6,Sat,Away,L,0,1,Brest,0.4,2.4,43,14636,Alexandre Lacazette,4-1-4-1,Thomas Léonard,Match Report,,6,3,25.1,0,0,0,2024,Lyon
6,10/1/2023,13:00,Ligue 1,Matchweek 7,Sun,Away,L,0,2,Reims,0.7,2,50,16477,Anthony Lopes,3-4-1-2,François Letexier,Match Report,,11,6,20.7,0,0,0,2024,Lyon
7,10/8/2023,15:00,Ligue 1,Matchweek 8,Sun,Home,D,3,3,Lorient,1.4,1.1,50,43100,Alexandre Lacazette,4-1-4-1,Clément Turpin,Match Report,,8,5,20.7,0,1,1,2024,Lyon
8,10/22/2023,20:45,Ligue 1,Matchweek 9,Sun,Home,L,1,2,Clermont Foot,1.7,1,63,43000,Alexandre Lacazette,3/3/2004,Willy Delajod,Match Report,,25,6,17.2,3,0,0,2024,Lyon
9,11/5/2023,13:00,Ligue 1,Matchweek 11,Sun,Home,D,1,1,Metz,1.9,0.7,66,42040,Alexandre Lacazette,5/2/2003,Benoît Millot,Match Report,,15,4,21,1,0,0,2024,Lyon
10,11/12/2023,17:05,Ligue 1,Matchweek 12,Sun,Away,W,1,0,Rennes,1.5,0.9,58,28441,Corentin Tolisso,4-1-2-1-2◆,Stéphanie Frappart,Match Report,,12,5,14.6,0,0,0,2024,Lyon
11,11/26/2023,20:45,Ligue 1,Matchweek 13,Sun,Home,L,0,2,Lille,1.9,1.5,48,40029,Alexandre Lacazette,3/3/2004,Eric Wattellier,Match Report,,11,5,13.6,0,0,0,2024,Lyon
12,12/2/2023,17:00,Ligue 1,Matchweek 14,Sat,Away,L,2,3,Lens,2.5,2.1,48,38130,Alexandre Lacazette,4-2-3-1,Clément Turpin,Match Report,,12,7,11.3,1,0,0,2024,Lyon
13,12/6/2023,21:00,Ligue 1,Matchweek 10,Wed,Away,L,0,3,Marseille,0.2,2.2,51,54238,Alexandre Lacazette,4-2-3-1,François Letexier,Match Report,,6,1,21.8,0,0,0,2024,Lyon
14,12/10/2023,17:05,Ligue 1,Matchweek 15,Sun,Home,W,3,0,Toulouse,1.7,1.5,49,36677,Alexandre Lacazette,4/3/2003,Pierre Gaillouste,Match Report,,15,7,12,0,0,0,2024,Lyon
15,12/15/2023,21:00,Ligue 1,Matchweek 16,Fri,Away,W,1,0,Monaco,0.7,1.3,40,6000,Alexandre Lacazette,4/3/2003,Ruddy Buquet,Match Report,,5,2,19.7,2,0,0,2024,Lyon
16,12/20/2023,21:00,Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,1.7,0.5,39,40028,Alexandre Lacazette,4/3/2003,Benoît Bastien,Match Report,,8,7,10.6,0,0,0,2024,Lyon
18,1/14/2024,17:05,Ligue 1,Matchweek 18,Sun,Away,L,1,3,Le Havre,0.8,1.2,57,23146,Alexandre Lacazette,4-2-3-1,Gaël Angoula,Match Report,,9,2,14.1,1,0,0,2024,Lyon
20,1/26/2024,21:00,Ligue 1,Matchweek 19,Fri,Home,L,2,3,Rennes,0.9,0.8,64,40516,Alexandre Lacazette,5/2/2003,Thomas Léonard,Match Report,,12,6,16.8,0,0,0,2024,Lyon
21,2/4/2024,20:45,Ligue 1,Matchweek 20,Sun,Home,W,1,0,Marseille,1.4,0.3,37,46380,Alexandre Lacazette,4/3/2003,Benoît Bastien,Match Report,,12,6,14.7,1,0,0,2024,Lyon
23,2/11/2024,17:05,Ligue 1,Matchweek 21,Sun,Away,W,2,1,Montpellier,1.2,1.5,54,15519,Alexandre Lacazette,3/3/2004,Pierre Gaillouste,Match Report,,19,5,17.5,2,0,0,2024,Lyon
24,2/16/2024,21:00,Ligue 1,Matchweek 22,Fri,Home,W,1,0,Nice,1.1,0.8,49,48033,Alexandre Lacazette,3/3/2004,Clément Turpin,Match Report,,9,1,18.5,0,0,0,2024,Lyon
25,2/23/2024,21:00,Ligue 1,Matchweek 23,Fri,Away,W,2,1,Metz,1.6,1.6,62,27560,Alexandre Lacazette,3/3/2004,Marc Bollengier,Match Report,,11,5,17.8,0,0,0,2024,Lyon
0,8/13/2023,15:00,Ligue 1,Matchweek 1,Sun,Away,W,2,1,Nantes,1.1,1.1,56,30578,Vincent Sierro,3/3/2004,Willy Delajod,Match Report,,9,5,13.3,0,0,0,2024,Toulouse
1,8/19/2023,21:00,Ligue 1,Matchweek 2,Sat,Home,D,1,1,Paris S-G,1.2,2.1,24,27332,Vincent Sierro,4/3/2003,Thomas Léonard,Match Report,,7,1,23.1,0,1,1,2024,Toulouse
2,8/27/2023,15:00,Ligue 1,Matchweek 3,Sun,Away,L,0,2,Strasbourg,0.3,3.4,61,25090,Vincent Sierro,4/2/2004,Benoît Bastien,Match Report,,7,1,16,0,0,0,2024,Toulouse
3,9/3/2023,13:00,Ligue 1,Matchweek 4,Sun,Home,D,2,2,Clermont Foot,0.6,1.8,37,28285,Vincent Sierro,3-4-1-2,Florent Batta,Match Report,,9,5,20,0,0,0,2024,Toulouse
4,9/17/2023,17:05,Ligue 1,Matchweek 5,Sun,Away,D,0,0,Marseille,0.7,1.5,39,63477,Vincent Sierro,4/2/2004,François Letexier,Match Report,,10,3,17.5,0,0,0,2024,Toulouse
6,9/24/2023,15:00,Ligue 1,Matchweek 6,Sun,Away,L,1,2,Lens,0.4,2.5,38,37506,Rasmus Nicolaisen,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,7,2,20.1,1,0,0,2024,Toulouse
7,10/1/2023,15:00,Ligue 1,Matchweek 7,Sun,Home,W,3,0,Metz,1.3,0.7,66,24770,Rasmus Nicolaisen,4-2-3-1,Gaël Angoula,Match Report,,15,10,14.6,0,0,0,2024,Toulouse
9,10/8/2023,15:00,Ligue 1,Matchweek 8,Sun,Away,D,1,1,Brest,1.2,1.5,45,13549,Rasmus Nicolaisen,4-4-1-1,Pierre Gaillouste,Match Report,,9,3,15.8,0,0,0,2024,Toulouse
10,10/22/2023,15:00,Ligue 1,Matchweek 9,Sun,Home,D,1,1,Reims,0.8,1.3,49,23895,Vincent Sierro,4-1-4-1,Jeremy Stinat,Match Report,,11,5,19.8,1,0,0,2024,Toulouse
12,10/29/2023,15:00,Ligue 1,Matchweek 10,Sun,Away,L,0,3,Montpellier,1.2,3,61,13209,Rasmus Nicolaisen,3/3/2004,Thomas Léonard,Match Report,,17,5,18.5,0,0,0,2024,Toulouse
